"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000001550976","브라질에 비가 내리면 스타벅스 주식을 사라 :경제의 큰 흐름에서 기회를 잡는 매크로 투자 가이드","피터 나바로 지음","에프엔미디어","2022","9791188754588","3","6"
"000000314102","살인자의 기억법 :김영하 장편소설","김영하 [지음]","문학동네","2013","9788954622035","8","6"
"000001235305","생각에 관한 생각 :우리의 행동을 지배하는 생각의 반란","대니얼 카너먼 [지음]","김영사","2018","9788934981213","3","6"
"000001612232","세계화의 종말과 새로운 시작 :2세기에 걸쳐 진화한 세계화의 과거, 현재, 미래","마크 레빈슨 지음","page2: 페이지2북스","2023","9791169850193","3","6"
"000000844452","쇼코의 미소 :최은영 소설","최은영 [지음]","문학동네","2016","9788954641630","8","6"
"000001590628","수상한 지하실","박현숙 글","북멘토","2022","9788963194851","8","6"
"000001629013","신의 숨겨진 얼굴","후지사키 쇼 지음","엘릭시르: 문학동네","2023","9788954691567","8","6"
"000001562882","아몬드 :손원평 장편소설","손원평 지음","창비","2022","9788936438753","8","6"
"000001569976","아버지의 해방일지 :정지아 장편소설","정지아 지음","창비","2022","9788936438838","8","6"
"000001589655","안녕의 의식 :미야베 미유키 소설집","미야베 미유키 지음","비채: 김영사","2023","9788934974932","8","6"
"000001130565","어디서 살 것인가 :우리가 살고 싶은 곳의 기준을 바꾸다","유현준 지음","을유문화사","2018","9788932473802","6","6"
"000001629780","에그박사 :자연 생물 관찰 만화 : egg&bugs .10","에그박사 원작","MiraeN 아이세움: 미래엔","2023","9791168415539","4","6"
"000001515448","에그박사 :자연 생물 관찰 만화 : egg&bugs .4","에그박사 원작","MiraeN 아이세움: 미래엔","2021","9791164138425","4","6"
"000001576028","에그박사 :자연 생물 관찰 만화 : egg&bugs .8","에그박사 원작","MiraeN 아이세움: 미래엔","2022","9791168414075","4","6"
"000001610067","에그박사 :자연 생물 관찰 만화 : egg&bugs .9","에그박사 원작","MiraeN 아이세움: 미래엔","2023","9791168415157","4","6"
"000001413606","엑시트 :당신의 인생을 바꿔 줄 부자의 문이 열린다! =Exit","송희창 지음","지혜로","2020","9791187799146","3","6"
"000000896709","여름은 오래 그곳에 남아","마쓰이에 마사시 [지음]","비채","2016","9788934972204","8","6"
"000000932994","영어책 한 권 외워봤니?","김민식 지음","위즈덤하우스: 위즈덤하우스 미디어그룹","2017","9788960863132","7","6"
"000001626202","오싹오싹 편의점 :김영진 그림책","김영진 지음","책읽는곰","2023","9791158364083","8","6"
"000001234563","옥상에서 만나요 :정세랑 소설집","정세랑 [지음]","창비","2018","9788936437534","8","6"
"000001525887","요즘 사는 맛 :먹고 사는 일에 누구보다 진심인 작가들의 일상 속 음식 이야기","김겨울","위즈덤하우스","2022","9791168122253","5","6"
"000001525757","우리는 여전히 삶을 사랑하는가 =Do we still love life","에리히 프롬 지음","김영사","2022","9788934949671","1","6"
"000001131320","우아하고 호쾌한 여자 축구 :한 팀이 된 여자들, 피치에 서다 : 김혼비 에세이","김혼비 [지음]","민음사","2018","9788937437571","6","6"
"000000328057","원씽 =(The) one thing","게리 켈러","비즈니스북스","2013","9788997575169","3","6"
"000000826813","이상한 엄마","백희나 [지음]","책읽는곰","2016","9791158360214","8","6"
"000001575373","인생의 역사 :'공무도하가'에서 '사랑의 발명'까지 : 신형철 시화(詩話)","신형철 지음","난다","2022","9791191859379","8","6"
"000001295745","일 잘하는 사람은 단순하게 합니다","박소연 지음","더퀘스트 : 길벗","2019","9791160507386","3","6"
"000001591255","일머리 문해력 :문해력은 어떻게 당신의 무기가 되는가?","송숙희 지음","교보문고","2023","9791159098420","3","6"
"000001627569","일본 현지 빵 대백과 :バン","타쓰미 출판편집부 지음","클","2023","9791192512259","5","6"
"000001627732","작별의 건너편","시미즈 하루키 지음","모모: 바이포엠 스튜디오","2023","9791192579689","8","6"
"000001564284","재수사 :장강명 장편소설 .1","장강명 지음","은행나무","2022","9791167372017","8","6"
"000000990278","저주토끼 :정보라 소설집 =Cursed bunny","정보라 지음","아작","2017","9791187206422","8","6"
"000000706722","정의란 무엇인가","마이클 샌델 [저]","와이즈베리 : 미래엔","2014","9788937834790","1","6"
"000000653797","종이달 :가쿠다 미쓰요 장편소설","가쿠다 미쓰요 지음","예담","2014","9788959138524","8","6"
"000001620033","죽은 고양이를 태우다 :김양미 소설","김양미 글","문학세상","2023","9788963013046","8","6"
"000001303914","죽음 :베르나르 베르베르 장편소설 .1","베르나르 베르베르 지음","열린책들","2019","9788932919676","8","6"
"000001543109","지리의 힘 :지리는 어떻게 나라의 운명을, 세계의 분쟁을, 우리의 선택을 좌우하는가 .2","팀 마샬 지음","사이","2022","9788993178982","3","6"
"000000693164","지적 대화를 위한 넓고 얕은 지식 ,철학, 과학, 예술, 종교, 신비 편","채사장 지음","한빛비즈","2015","9788994120997","0","6"
"000001359825","지적 대화를 위한 넓고 얕은 지식 .2 ,현실 너머-철학?과학?예술?종교?신비","채사장 지음","웨일북(Whale Books)","2020","9791190313193","0","6"
"000001575293","참 괜찮은 태도 :15년 동안 길 위에서 만난 수많은 사람들에게 배운 삶의 의미","박지현 지음","메이븐","2022","9791190538480","1","6"
"000000732837","참을 수 없는 존재의 가벼움","밀란 쿤데라 지음","민음사","2009","9788937462344","8","6"
"000001591147","챗GPT 세계미래보고서 :새로운 부의 기회는 어떻게 오는가","박영숙","더블북","2023","9791198077493","3","6"
"000001271032","철학은 어떻게 삶의 무기가 되는가 :불확실한 삶을 돌파하는 50가지 생각 도구","야마구치 슈 지음","다산초당: 다산북스","2019","9791130620459","1","6"
"000001300732","체리새우 :비밀글입니다 : 황영미 장편소설","황영미 지음","문학동네","2019","9788954654753","8","6"
"000001626200","출입통제구역 :잭 리처 컬렉션","리 차일드 지음","오픈하우스","2023","9791192385136","8","6"
"000001238060","칼자국 :김애란 소설","김애란 [지음]","창비","2018","9788936458768","8","6"
"000000109660","클루지 :생각의 역사를 뒤집는 기막힌 발견","개리 마커스 지음","갤리온","2008","9788901090184","1","6"
"000001522638","테라피스트 :B.A. 패리스 장편소설","B.A. 패리스 지음","모모","2021","9791191043518","8","6"
"000001370296","페인트 :이희영 장편소설","이희영 지음","창비","2019","9788936459093","8","6"
"000001486010","프셉마음 :신규 간호사를 위한 진짜 실무 팁 .[3] ,입문편","드림널스 편집부 저 및 편집","드림널스","2020","9791196872540","5","6"
"000001615549","하야부사 소방단","이케이도 준 지음","소미미디어","2023","9791138477888","8","6"
"000000714404","한국이 싫어서 :장강명 장편소설","장강명 지음","민음사","2015","9788937473074","8","6"
"000001508628","햇빛은 찬란하고 인생은 귀하니까요 :밀라논나 이야기: ciao, amici","장명숙 지음","김영사","2021","9788934985051","8","6"
"000000035554","호밀밭의 파수꾼","J.D. 샐린저 [저]","문예출판사","1998","8931003528","8","6"
"000001393860","('게으른 나'를 인정했더니) 방이 더 깨끗해졌어요! :게으름뱅이의 작심삼일 퇴치하기","와타나베 폰 지음","이아소","2020","9791187113423","5","5"
"000001627934","(5천 년 역사가 단숨에 이해되는) 최소한의 한국사","최태성 지음","프런트페이지","2023","9791198243430","9","5"
"000001515725","(Do it!) 강화 학습 입문 :GPT-2부터 자동 신경망 구성까지 : 마르코프 결정 과정, 몬테카를로 학습, PPO 알고리즘 등 필수 이론까지 챙긴다!","조규남","이지스퍼블리싱","2021","9791163032526","0","5"
"000001590754","(Do it!) 리액트 모던 웹 개발 with 타입스크립트 :SPA와 REST API 서버 만들기!: 테일윈드CSS, 훅, 리덕스, 라우팅을 활용한 최신 실무 코드를 만난다!","전예홍 지음","이지스퍼블리싱","2023","9791163034353","0","5"
"000001627912","(김영하의) 세계문학 원정대 .1 ,셜록 홈즈의 모험","김영하 기획 및 해설","주니어김영사: 김영사","2023","9788934966104","8","5"
"000001294958","(단 한 권을 읽어도 제대로 남는) 메모 독서법","신정철 지음","위즈덤하우스","2019","9791189938338","0","5"
"000000811965","(도해) 건파이트","오나마 아츠시 지음","에이케이커뮤니케이션즈","2016","9791170246022","3","5"
"000001626940","(로보카 폴리) 자연 체험 대소동!","로이비쥬얼 원작","로이 Books : 로이비쥬얼","2023","9791190897587","3","5"
"000001556996","(박문호 박사의) 빅히스토리 공부 :우주의 탄생부터 인간 의식의 출현까지 =History of the universe","박문호 지음","김영사","2022","9788934961789","4","5"
"000000098892","(박시백의) 조선왕조실록 :대하역사만화 .2 ,태조?정종실록 : 정도전의 개혁과 왕자의 난","박시백 글?그림","휴머니스트 출판그룹","2005","9788958620365","9","5"
"000000992039","(방점법에 바탕을 둔) 우리말의 성조","김차균 [지음]","역락","2015","9791156862499","7","5"
"000001619901","(방탕하고 쟁취하며 군림하는) 암컷들","루시 쿡 지음","웅진지식하우스: 웅진씽크빅","2023","9788901271514","4","5"
"000001543014","(보도 섀퍼의) 이기는 습관 :불가능을 뛰어넘어 최후의 승자가 된 사람들","보도 섀퍼 지음","토네이도: 토네이도미디어그룹","2022","9791158512378","3","5"
"000001627926","(설민석의) 그리스 로마 신화 대모험 .3 ,신들의 왕 제우스","설민석","Dankkum i(단꿈아이)","2023","9791198179982","2","5"
"000001319280","(설민석의) 삼국지 :누구나 쉽게 시작하고 모두가 빠져드는 이야기 .1","설민석 [지음]","세계사","2019","9788933870792","8","5"
"000001515765","(쉽게 따라 만드는) 파이썬 주식 자동매매 시스템 =Python auto trading system","박준성 지음","길벗","2021","9791165217167","0","5"
"000001334682","(신비아파트 고스트볼X의 탄생) 퀴즈대도감 :오싹한 퀴즈 172개!!","최원영 [편]","서울문화사","2019","9791164385645","6","5"
"000001334643","(신비아파트) 한자귀신 :오싹 공포 한자 학습 만화 .5 ,의문의 전학생","김강현 글","서울문화사","2019","9791164385652","7","5"
"000001564154","(썬킴의) 세계사 완전 정복 :패권전쟁으로 이해하는 역사의 흐름","썬킴 지음","RHK(알에이치코리아)","2022","9788925577883","9","5"
"000001626311","(알고 쓰면 재미있는) 어린이 사자성어","박일귀 글","맛있는책","2023","9791191412055","7","5"
"000001313687","(열정이넘쳐의) 돈되는 재건축 재개발 .2 ,재개발 완전정복편","이정열 지음","잇콘","2019","9791196630430","3","5"
"000001242286","(오은영의) 화해 :상처받은 내면의 '나'와 마주하는 용기","오은영 지음","코리아닷컴(KOREA.COM): 대성","2019","9788997396870","1","5"
"000001543053","(운명을 바꾸는) 부동산 투자 수업 :내 집 마련부터 실전 아파트 투자까지, 결국 돈 버는 부동산 투자 트레이닝 ,기초편","정태익 지음","리더스북","2022","9788901259307","3","5"
"000001543054","(운명을 바꾸는) 부동산 투자 수업 :내 집 마련부터 실전 아파트 투자까지, 결국 돈 버는 부동산 투자 트레이닝 .[2] ,실전편","정태익 지음","리더스북","2022","9788901259314","3","5"
"000001629537","(위로를 주는 빵집) 오렌지 베이커리 :아빠와 딸, 두 사람의 인생을 바꾼 베이킹 이야기 =Orange bakery","키티 테이트","윌북","2023","9791155816189","5","5"
"000001502387","(유령 고양이) 후쿠코 .1 ,내 그림자를 돌려줘!","히로시마 레이코 글","주니어김영사: 김영사","2021","9788934990079","8","5"
"000001557641","(이상한 과자 가게) 전천당 .15","히로시마 레이코 글","길벗스쿨","2022","9791164064410","8","5"
"000001591515","(이상한 과자 가게) 전천당 .17","히로시마 레이코 글","길벗스쿨","2023","9791164065097","8","5"
